USDC-USD,USDC-USD,USDC-USD,USDC-USD,USDC-USD,USDC-USD,HEX-USD,HEX-USD,HEX-USD,HEX-USD,HEX-USD,HEX-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,SOL1-USD,SOL1-USD,SOL1-USD,SOL1-USD,SOL1-USD,SOL1-USD,DOT1-USD,DOT1-USD,DOT1-USD,DOT1-USD,DOT1-USD,DOT1-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD
Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
,,,,,,,,,,,,7.982309818267822,8.471229553222656,7.982309818267822,8.17257022857666,8.17257022857666,14731700,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1946000,963.6580200195312,1003.0800170898438,958.698974609375,998.3250122070312,998.3250122070312,147775008,0.006523109972476959,0.006701529957354069,0.006333949975669384,0.006368349771946669,0.006368349771946669,418978,,,,,,
,,,,,,,,,,,,8.170869827270508,8.43632984161377,8.054409980773926,8.378510475158691,8.378510475158691,14579600,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,3107780,998.6170043945312,1031.3900146484375,996.7020263671875,1021.75,1021.75,222184992,0.006386459805071354,0.006437419913709164,0.006281109992414713,0.006310670170933008,0.006310670170933008,1046250,,,,,,
,,,,,,,,,,,,8.374580383300781,9.996800422668457,8.317170143127441,9.725250244140625,9.725250244140625,33625200,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,3267910,1021.5999755859375,1044.0799560546875,1021.5999755859375,1043.8399658203125,1043.8399658203125,185168000,0.006290460005402565,0.006391800008714199,0.006278160028159618,0.00638590008020401,0.00638590008020401,1014830,,,,,,
,,,,,,,,,,,,9.70928955078125,11.276399612426758,9.559809684753418,11.25160026550293,11.25160026550293,41051200,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,7463910,1044.4000244140625,1159.4200439453125,1044.4000244140625,1154.72998046875,1154.72998046875,344945984,0.00638544000685215,0.00665635010227561,0.00638544000685215,0.006569960154592991,0.006569960154592991,1642730,,,,,,
,,,,,,,,,,,,11.286800384521484,11.890899658203125,9.402680397033691,10.254400253295898,10.254400253295898,41557400,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,13406600,1156.72998046875,1191.0999755859375,910.4169921875,1013.3800048828125,1013.3800048828125,510199008,0.006571980193257332,0.00657994020730257,0.006031299941241741,0.006200999952852726,0.006200999952852726,4058170,,,,,,
,,,,,,,,,,,,10.285799980163574,10.629199981689453,9.627289772033691,10.25469970703125,10.25469970703125,29471800,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,7969720,1014.239990234375,1046.81005859375,883.9439697265625,902.2009887695312,902.2009887695312,351876000,0.006196890026330948,0.006393929943442345,0.00610852986574173,0.006314639933407307,0.006314639933407307,1746150,,,,,,
,,,,,,,,,,,,10.240900039672852,10.280400276184082,9.58584976196289,9.86719036102295,9.86719036102295,23153600,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,5932450,903.4869995117188,908.5850219726562,823.5560302734375,908.5850219726562,908.5850219726562,279550016,0.006350609939545393,0.006403500214219093,0.006133039947599173,0.006366170011460781,0.006366170011460781,1351030,,,,,,
,,,,,,,,,,,,9.872579574584961,10.394800186157227,9.828900337219238,10.289799690246582,10.289799690246582,16676600,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,3800480,908.1749877929688,942.7239990234375,887.2490234375,911.198974609375,911.198974609375,158715008,0.006382990162819624,0.006382990162819624,0.006232200190424919,0.006233090069144964,0.006233090069144964,554133,,,,,,
,,,,,,,,,,,,10.313799858093262,10.78380012512207,10.13659954071045,10.325599670410156,10.325599670410156,25718300,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,2717290,913.2440185546875,913.6859741210938,879.8070068359375,902.8280029296875,902.8280029296875,141876992,0.006238619796931744,0.006293850019574165,0.006126729771494865,0.006166520062834024,0.006166520062834024,702255,,,,,,
,,,,,,,,,,,,10.369500160217285,10.689800262451172,10.289799690246582,10.549599647521973,10.549599647521973,10879700,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1379840,902.4400024414062,914.8729858398438,901.0599975585938,907.6790161132812,907.6790161132812,115808000,0.006156609859317541,0.006815419998019934,0.006148079875856638,0.0066983201541006565,0.0066983201541006565,2510530,,,,,,
,,,,,,,,,,,,10.541500091552734,10.663900375366211,9.45680046081543,9.71776008605957,9.71776008605957,26823500,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,9628470,908.114990234375,919.447998046875,762.7650146484375,777.7570190429688,777.7570190429688,310928992,0.006708129774779081,0.006720589939504862,0.006312270183116198,0.006411049980670214,0.006411049980670214,3436270,,,,,,
,,,,,,,,,,,,9.721389770507812,10.083999633789062,9.175580024719238,9.861330032348633,9.861330032348633,30453800,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,5552980,775.177978515625,826.2459716796875,755.7559814453125,804.833984375,804.833984375,222326000,0.006416670046746731,0.006850849837064743,0.006351049989461899,0.006422929931432009,0.006422929931432009,5013190,,,,,,
,,,,,,,,,,,,9.82721996307373,9.853819847106934,9.51438045501709,9.769499778747559,9.769499778747559,25066600,,,,,,,,,,,,,,,,,,,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,1.0000100135803223,2739310,803.7369995117188,829.0009765625,780.0029907226562,823.9840087890625,823.9840087890625,168968000,0.006434150040149689,0.006664350163191557,0.006396329961717129,0.0065964600071311,0.0065964600071311,2059340,,,,,,
